328387461314473100,332.242,0
328384712994005100,151.985,0
328387248611231100,205.932,0
328383734074410100,267.002,0
428387488555725100,272.936,0
428332752807469101,233.408,0
328383417649033100,138.054,0
428386654316298100,266.296,0
328385813551814100,-1891.47,0
328279500926657101,399.077,0
428387098915124100,1085.67,0
428384117547868100,307.167,0
328335673401651101,-173.17,0
428387793914168100,217.702,0
428387885635918100,380.131,0
328221754018406101,2255.447,0
428380591983079100,-604.643,0
428383707437381100,79.16,0
428385694752023100,-423.896,0
428384006255027100,197.1,0
428387127677059100,231.866,0
428384818508944100,348.371,0
328384252138413100,-205.32,0
328387673736832100,54.824,0
328384500600130100,-351.03,0
328382164329526100,218.576,0
428382746697726100,87.421,0
328386957765492100,269.64,0
428385090929604100,49.892,0
328380622744245100,290.689,0
328384745859497100,70.748,0
428386686799355100,262.546,0
428384452513765100,364.269,0
22838592971125200,92.734,0
328323507371424101,233.408,0
12838649311402400,248.174,0
328382446529942100,292.334,0
328386337939422100,196.828,0
328386904911894100,331.851,0
328383958385000100,50.893,0
328384757401005100,188.466,0
428386058446676100,247.92,0
428386574479858100,262.546,0
428384609448594100,-205.32,0
328383148240178100,307.167,0
428386076257328100,-165.2,0
328387633125813100,1683.999,0
428381930120114100,-271.4,0
328384768393215100,38.304,0
328385720674233100,255.654,0
428384336555697100,231.866,0
428387150470375100,262.546,0
428387328488946100,247.92,0
328384728998237100,1177.37,0
328381967053729100,382.803,0
428384266650798100,262.8,0
428387503996556100,269.64,0
428385133768219102,100.784,0
428387891768409100,1649.331,0
428384241494384100,373.213,0
428385371032383100,88.85,0
428384261161548100,262.546,0
428384238140218100,255.654,0
428257308108919101,323.916,0
428386399093881100,-295.902,0
428385166172577100,227.07,0
428383642980172100,-271.4,0
428334798475357101,249.928,0
328385303989754100,142.88,0
428386270270149100,-340.26,0
328384505675511100,222.098,0
428386389519614100,201.317,0
328385127844442100,265.059,0
328387161901312100,176.407,0
328299111076712101,-234.82,0
428386256770285100,1108.756,0
428324201888711101,229.566,0
328307913033345101,188.194,0
12838203342752800,76.106,0
328387614914618101,110,0
328385202920286100,405.066,0
328385154389165100,-217.5,0
428384003620537100,819.654,0
428383534695977100,231.866,0
328384256661812100,238.96,0
328385693745616100,231.866,0
428335105423785101,178.235,0
428387164311302100,70.494,0
328385719586515100,294.723,0
328383561265943100,218.576,0
328387234460889100,88.85,0
328386847893134100,151.614,0
428387454576789100,364.046,0
328383609770153100,106.257,0
328384848311083101,438.346,0
428383561644791100,164.378,0
328384515140280100,361.13,0
428385736218466100,255.654,0
328384648493222100,243.928,0
428385409250657100,70.494,0
428383684654308100,258.456,0
428385207895978100,205.932,0
328385783345730100,175.226,0
428388093234351100,218.576,0
428388003657912100,519.883,0
328387264625868100,331.718,0
428387162520881100,247.302,0
328385922151197100,95.799,0
428383137980598100,218.576,0
328387075683845100,1003.828,0
428387801850717100,365.344,0
328384174187447100,511.567,0
